"bam_id","abbreviation","label","author_latin","author_certain","dump_id","author_english","modern_geographic_identity","ancient_geographic_identity","pleiades_id","x","y","century","start1","start2","start3","start4","start","startb","end2","end","century_certain","date_of_birth","date_of_birth_start",,"date_of_birth_end","date_of_birth_certain","date_of_death","date_of_death_start","date_of_death_end","date_of_death_certain","date_of_death_marker","floruit","floruit_start","floruit_end","floruit_certain","floruit_marker","late_antique","christian"
"818","Fulg.-R(Ps).","Fulgentius Ruspensis Episcopus (Ps.)","Fulgentius Ruspensis Episcopus (Ps.)",,"2553",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"820","Fulg(Ps).","Fulgentius, Ps.","Fulgentius, Ps.",,"2554","Fulgentius, Ps.",,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"842","Mar.-Vict(Ps).","Gaius Marius Victorinus, Ps.","Gaius Marius Victorinus, Ps.",,"3580",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"860","Tit.","Gaius Titius","Gaius Titius",,"5053",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"871","Gan.","Gannius","Gannius",,"2583",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"872","Garg.Mart(Ps).","Gargilius Martialis (Ps.)","Gargilius Martialis (Ps.)",,"2588",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"876","Gelas(Ps).","Gelasius I, Ps.","Gelasius I, Ps.",,"2606",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1231","Max.-Taur(Ps).","Maximus Taurinensis Incertus","Maximus Taurinensis Incertus",,"3657",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"907","Greg.Tur.","Gregorius Turonensis","Gregorius Turonensis",,"2703","Gregory of Tours",,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"909","Greg.-T.(Ps).","Gregorius Turonensis (Incertus)","Gregorius Turonensis (Incertus)",,"2697",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"919","Hen.","Henoch","Henoch",,"2727",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"926","Hier.","Hieronymus","Hieronymus",,"2735","Jerome, St.",,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"928","Hier(Ps).","Hieronymus (Ps)","Hieronymus (Ps)",,"2911",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"929","Hier(Ps).","Hieronymus (Ps.)","Hieronymus (Ps.)",,"2909",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"938","Hier(Ps).","Hieronymus, Ps.","Hieronymus, Ps.",,"2923","Jerome, Ps.",,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"945","Hist.Hen.El.","Historia Henoch et Eliae","Historia Henoch et Eliae",,"3026",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"951","Hon.","Honorius, Iulius","Honorius, Iulius",,"3029",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,"Y",
"970","DeUnct.Cap.EtDePed.Lav.","Incertus 040","Incertus 040",,"2104",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"971","Vit.Max.Taur.","Incertus 057","Incertus 057",,"5340",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"975","Ioh.-Chrysost(Ps).","Ioannes Chrysostomus (Incertus)","Ioannes Chrysostomus (Incertus)",,"3099",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"978","Ioh.II.(Ps).","Ioannes II (Incertus)","Ioannes II (Incertus)",,"3115",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"983","Ioan.","Ioannes Subdiaconus Incertus","Ioannes Subdiaconus Incertus",,"3090",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"992","Ioh.Ar.","Iohannes ep. Aretino","Iohannes ep. Aretino",,"3112",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"996","Iordan.","Iordanus Lemoviclensis ","Iordanus Lemoviclensis ",,"3124",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"997","Isaac.","Isaac Iudaeus","Isaac Iudaeus",,"3126",,,"Judaea",,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1001","Itin.Hier.","Itinerarium Hierosolymitanumäó_x008f_","Itinerarium Hierosolymitanumäó_x008f_",,"3234",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1007","Iul.Ath.","Iulius Atherianus","Iulius Atherianus",,"3240",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1011","Iul.I.(Ps).","Iulius I (Incertus)","Iulius I (Incertus)",,"3243",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1019","Iul.Ruf(Ps.).","Iulius Rufinianus (Ps.)","Iulius Rufinianus (Ps.)",,"3248",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1020","Iul.Sat.","Iulius Saturninus","Iulius Saturninus",,"3251",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1022","Iul.Sev.","Iulius Severus","Iulius Severus",,"3252",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1024","Iul.Vic.","Iulius Victor","Iulius Victor",,"3259",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1031","Iuvc(Ps).","Iuvencus, Ps.","Iuvencus, Ps.",,"3281",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1032","Iuvent.","Iuventius","Iuventius",,"3284",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1034","Iuv.Mart.","Iuventius Martialis","Iuventius Martialis",,"3277",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1040","Lactant(Ps).","L. Caecilius Firmianus Lactantius (pseudo)","L. Caecilius Firmianus Lactantius (pseudo)",,"3380",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1044","Lact(Ps).","Lactantius (Incertus)","Lactantius (Incertus)",,"3366",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1053","Laud.Eun","Laudes Eunomiae","Laudes Eunomiae",,"3396",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1059","Lentul.","Lentulus","Lentulus",,"3412",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,"N","N"
"1063","Leo.-M(Ps).","Leo I Papa (Incertus)","Leo I Papa (Incertus)",,"3414",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1071","Lib.Nat.Mar.","Libellus de nativitate sanctae Mariae","Libellus de nativitate sanctae Mariae",,"3429",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1072","DeCaus.","Liber De Causis","Liber De Causis",,"2086",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,"N","N"
"1073","Jan.Jam.","Liber Jannes et Jambres","Liber Jannes et Jambres",,"3287",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1074","Jub.","Liber Jubilaeorum","Liber Jubilaeorum",,"3293",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1075","Iohannes Apostolus (Ps.)","Liber de dormitione","Liber de dormitione",,"3118",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1076","DeFil.Ad.","Liber de filiabus Adae Leptogeneseos","Liber de filiabus Adae Leptogeneseos",,"2091",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1077","Ev.Ps.Mat.","Liber de ortu beatae Mariae et infantia Salvatoris (Evangelium Ps.-Matthaei)","Liber de ortu beatae Mariae et infantia Salvatoris (Evangelium Ps.-Matthaei)",,"2371",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1078","Melito (Ps.)","Liber de transitu (Mariae)","Liber de transitu (Mariae)",,"3682",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1079","Josephus ab Arimathaea (Ps.)","Liber de transitu (Mariae)","Liber de transitu (Mariae)",,"3292",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1083","Liber.&.Athan.","Liberius papa - Athanasius Alexandrinus (Incertus)","Liberius papa - Athanasius Alexandrinus (Incertus)",,"3431",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1089","Lin.","Lindinus Poeta","Lindinus Poeta",,"3445",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1090","Lin.Ep(Ps).","Linus episcopus (Ps.)","Linus episcopus (Ps.)",,"3446",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1112","Bocc.","Lucius Cornelius Bocchus","Lucius Cornelius Bocchus",,"1091",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1116","Luc.I(Ps).","Lucius I (Incertus)","Lucius I (Incertus)",,"3484",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1122","L.Nov.","Lucius Novius","Lucius Novius",,"3303",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1127","Tic.","Lucius Ticidas","Lucius Ticidas",,"5049",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1147","Mamert(Ps).","Mamertus, Claudianus","Mamertus, Claudianus",,"3551",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1148","Man.Poet.","Manilius","Manilius",,"3558",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1157","Marcell(Ps).","Marcellus (Ps.)","Marcellus (Ps.)",,"3610",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1161","Marc.Vat.","Marcius Vates","Marcius Vates",,"3599",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1304","Pas.Mar.","Passio Marci Evangelistae","Passio Marci Evangelistae",,"3996",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1176","Aur.","Marcus Aurelius","Marcus Aurelius",,"953",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1193","Mar.Tul.","Marcus Tullius","Marcus Tullius",,"3591",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1202","Prob(Ps).","Marcus Valerius Probus (Ps.)","Marcus Valerius Probus (Ps.)",,"4410",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1206","Marc.Pap.","Marcus papa (Incertus)","Marcus papa (Incertus)",,"3597",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1218","Mar.Paul.","Martyrium Pauli","Martyrium Pauli",,"3590",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1224","Max.-Afr.","Maximus Africanus","Maximus Africanus",,"3653",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1228","Max.-Taur.","Maximus Taurinensis","Maximus Taurinensis",,"3654",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1230","Max.-Taur.&Hier.","Maximus Taurinensis - Hieronymus Stridonensis (Incertus)","Maximus Taurinensis - Hieronymus Stridonensis (Incertus)",,"3656",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1234","Milt.&Const.I.","Melchiades papa - Constantinus I Ioannes rex Armeniorum (Incertus)","Melchiades papa - Constantinus I Ioannes rex Armeniorum (Incertus)",,"3703",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1235","Mel.","Melito","Melito",,"3678",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1236","Mem.Ap.","Memoria apostolorum","Memoria apostolorum",,"3685",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1238","Mim.Inc.","Mimi Poetarum Incertorum","Mimi Poetarum Incertorum",,"3704",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1240","Mod.","Modestus","Modestus",,"3726",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1243","Monachi.-Ben.","Monachi ordinis S Benedicti","Monachi ordinis S Benedicti",,"3733",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1245","Mors.Pil.","Mors Pilati","Mors Pilati",,"3736",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1248","Naev.Iun.","Naevius Iunior","Naevius Iunior",,"3741",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1254","NIC","Nicetas Episcopus Remesianensis","Nicetas Episcopus Remesianensis",,"3771",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1265","Num.","Numitorius","Numitorius",,"3854",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1274","Or.Sib.","Oracula Sibyllina","Oracula Sibyllina",,"3880",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1294","Pasch.","Paschasius Diaconus Incertus","Paschasius Diaconus Incertus",,"4001",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1390","Pas.And.Ap.","Passio sancti Andreae apostoli","Passio sancti Andreae apostoli",,"3995",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1391","Pas.Thom.","Passio sancti Thomae apostoli","Passio sancti Thomae apostoli",,"3997",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1397","Patric(Ps).","Patricius Hiberniae (Incertus)","Patricius Hiberniae (Incertus)",,"4008",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1398","Ep.Sen.Paul","Paul, Seneca","Paul, Seneca",,"2280",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1401","P.-Nol(Ps).","Paulinus Nolanus (Incertus)","Paulinus Nolanus (Incertus)",,"3924",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1407","P.Clod.","Paulus Clodius","Paulus Clodius",,"3932",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1408","P.-Diac(Ps).","Paulus Diaconus, Ps.","Paulus Diaconus, Ps.",,"3913",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1411","Paul.Quaest.","Paulus Quaestor","Paulus Quaestor",,"4087",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1435","Phil.","Philo","Philo",,"4134",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1437","Philum.","Philumenus medicus","Philumenus medicus",,"4144",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1439","Phoc(Ps.).","Phocas, Ps.","Phocas, Ps.",,"4149",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1449","Pomp.Maur.","Pompeius Maurus","Pompeius Maurus",,"4260",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1469","Prec.Ter.","Precatio Terrae","Precatio Terrae",,"4375",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1473","Prisc.","Priscillianista quidam","Priscillianista quidam",,"4394",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1475","Prob(Ps.).","Probus (Ps.)","Probus (Ps.)",,"4409",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1477","Proch.","Prochorus","Prochorus",,"4414",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1486","Prot.Iac.","Protevangelium Iacobi","Protevangelium Iacobi",,"4465",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1487","Ps.-Cas.","Ps. Sebastiano Casinensi","Ps. Sebastiano Casinensi",,"4483",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1488","PS-AU/PS-DAM/PS-FU/PS-GREG ILL/PS-HI
","Ps. [Augustinus / Damasus / Fulgentius / Gregorius Illiberitanus / Hieronymus]","Ps. [Augustinus / Damasus / Fulgentius / Gregorius Illiberitanus / Hieronymus]",,"4480",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1489","Arist.","Ps.-Aristotle","Ps.-Aristotle",,"602",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1493","Acr.","Pseudo-Acro","Pseudo-Acro",,"175",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1524","Pup.","Pupius (?) ","Pupius (?) ",,"4515",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1526","Hor(Ps).","Q. Horatius Flaccus, pseudo","Q. Horatius Flaccus, pseudo",,"3040",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1527","Quaes.Bar.","Quaestiones Bartholomaei","Quaestiones Bartholomaei",,"4527",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1536","Q.Cornif.","Quintus Cornificius","Quintus Cornificius",,"4521",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1545","Scaev.","Quintus Mucius Scaevola","Quintus Mucius Scaevola",,"4687",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1549","Pomp.Ruf.","Quintus Pompeius Q.f.A.n. Rufus","Quintus Pompeius Q.f.A.n. Rufus",,"4261",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1550","Q.Pompeius.","Quintus Pompeius Q.f.Q.n. Rufus","Quintus Pompeius Q.f.Q.n. Rufus",,"4523",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1562","Ref.Quor.Nest.","Refutatio quorundam Nestorii dictorum","Refutatio quorundam Nestorii dictorum",,"4563",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1565","Rem.","Remmius Favinus","Remmius Favinus",,"4567",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1567","Rev.Esd.","Revelatio Esdrae de qualitatibus anni","Revelatio Esdrae de qualitatibus anni",,"4573",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1568","Bland.","Rubellius Blandus","Rubellius Blandus",,"1081",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1570","Ruf(Ps).","Rufinus Aquileiensis Incertus","Rufinus Aquileiensis Incertus",,"4605",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1582","Sacr.Arg.","Sacra Argeorum","Sacra Argeorum",,"4658",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1586","Salv.","Salvidienus","Salvidienus",,"4673",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1588","Saserna","Saserna","Saserna",,"4682",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1592","Schol.InJuv.","Scholia in Juvenalem","Scholia in Juvenalem",,"4709",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1604","Sep.","Septimius","Septimius",,"4765",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1606","Samm.","Septimius Severus","Septimius Severus",,"4674",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1608","Serm.domin.","Sermones Anonymi","Sermones Anonymi",,"4584"," ",,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1612","Serv.Var.","Servius Varus","Servius Varus",,"4789",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1614","Sev.","Severinus","Severinus",,"4791",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1620","Sextil.","Sextilius Ena","Sextilius Ena",,"4800",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,"N","N"
"1623","Erucius.Clar.","Sextus Erucius Clarus","Sextus Erucius Clarus",,"2295",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1629","Sib.Mag.","Sibylla Maga","Sibylla Maga",,"4801",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1630","Sib.Tib.","Sibylla Tiburtina","Sibylla Tiburtina",,"4802",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1640","Sixtus.II.(Ps).","Sixtus II (Incertus)","Sixtus II (Incertus)",,"4828","Pope Sixtus II",,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1644","Sort.Sang.","Sortes Sangallenses","Sortes Sangallenses",,"4833",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1650","Stat.Val.","Statius Valens","Statius Valens",,"4847",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1658","Blit.","Sulpicius Blitho","Sulpicius Blitho",,"1082",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1659","Serb.","Sulpicius Lupercus Serbastus Iunior","Sulpicius Lupercus Serbastus Iunior",,"4739",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1661","Sulp.-Sev(Ps).","Sulpicius Severus (Ps)","Sulpicius Severus (Ps)",,"4910",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1667","Silves.I.(Ps).","Sylvester I Papa (Incertus)","Sylvester I Papa (Incertus)",,"4814","Pope Sylvester I",,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1670","Tab.Cens.","Tabulae Censoriae","Tabulae Censoriae",,"4945",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,"N","N"
"1688","Theop.","Theophilus - Sergius - Hyginus","Theophilus - Sergius - Hyginus",,"5033",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1697","Titius.","Titius grammaticus","Titius grammaticus",,"5055",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1698","Ps.Titus","Titus","Titus",,"4510",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1708","Tog.","Togatae Poetarum Incertorum","Togatae Poetarum Incertorum",,"5056",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1711","Tran.Mar.A.","Transitus Mariae latinus ""A""","Transitus Mariae latinus ""A""",,"5067",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1712","Tran.Mar.C.","Transitus Mariae latinus ""C""","Transitus Mariae latinus ""C""",,"5068",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1713","Tran.Mar.W.","Transitus Mariae latinus ""W""","Transitus Mariae latinus ""W""",,"5069",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1718","Tul.","Tullius","Tullius",,"5082",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1721","Tur.","Turdulus Gallicanus","Turdulus Gallicanus",,"5083",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1730","VEsd.","V Esdrae","V Esdrae",,"5274",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1731","VIEsd.","VI Esdrae","VI Esdrae",,"5295",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1737","Valerian.","Valerianus, Cornelius","Valerianus, Cornelius",,"5148",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1751","Veran(Ps).","Veranius (Incertus)","Veranius (Incertus)",,"5247",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1757","Ital.","Vetus Latina","Vetus Latina",,"3158",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,"Y","Y"
"1778","Vin.Sal.","Vindicta Salvatoris","Vindicta Salvatoris",,"5315",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1782","Vir.Ioh.","Virtutes Iohannis","Virtutes Iohannis",,"5325",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1783","Vis.El.","Visio Eliae","Visio Eliae",,"5327",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1784","Vis.Esd.","Visio Esdrae","Visio Esdrae",,"5329",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1785","Vis.Esd.","Visio beati Esdrae","Visio beati Esdrae",,"5328",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1787","Vit.Ad.Ev.","Vita Adae et Evae","Vita Adae et Evae",,"5330",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
"1788","Vit.Bern.","Vita Bernensis","Vita Bernensis",,"5331",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1790","Vit.Gud.","Vita Gudianae","Vita Gudianae",,"5337",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1791","Vit.Iuv.","Vita Iuvenalis","Vita Iuvenalis",,"5338",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"N"
"1792","Vit.Mon.","Vita Monacensis","Vita Monacensis",,"5120",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1793","Vit.Nor.","Vita Noricensis","Vita Noricensis",,"5341",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,
"1813","Vit.Proph.","Vitae prophetarum","Vitae prophetarum",,"5343",,,,,,,,,,,,,,,,"f",,,"1/1/",,,,,,,,,,,,,,"Y"
