Source,Target,Type,id,label,timeset,weight
36,57,Undirected,1602,,,4.0
36,58,Undirected,1603,,,4.0
36,59,Undirected,1604,,,4.0
36,60,Undirected,1605,,,4.0
36,61,Undirected,1606,,,4.0
36,62,Undirected,1607,,,4.0
36,63,Undirected,1608,,,4.0
36,64,Undirected,1609,,,4.0
36,65,Undirected,1610,,,4.0
36,66,Undirected,1611,,,4.0
36,67,Undirected,1612,,,4.0
36,68,Undirected,1613,,,4.0
36,69,Undirected,1614,,,4.0
36,70,Undirected,1615,,,4.0
37,38,Undirected,1616,,,4.0
37,39,Undirected,1617,,,4.0
37,40,Undirected,1618,,,4.0
37,41,Undirected,1619,,,4.0
37,42,Undirected,1620,,,4.0
37,43,Undirected,1621,,,4.0
37,44,Undirected,1622,,,4.0
37,45,Undirected,1623,,,4.0
37,46,Undirected,1624,,,4.0
37,47,Undirected,1625,,,4.0
37,48,Undirected,1626,,,4.0
37,49,Undirected,1627,,,4.0
37,50,Undirected,1628,,,4.0
37,51,Undirected,1629,,,4.0
37,52,Undirected,1630,,,4.0
37,53,Undirected,1631,,,4.0
37,54,Undirected,1632,,,4.0
37,55,Undirected,1633,,,4.0
37,56,Undirected,1634,,,4.0
37,57,Undirected,1635,,,4.0
37,58,Undirected,1636,,,4.0
37,59,Undirected,1637,,,4.0
37,60,Undirected,1638,,,4.0
37,61,Undirected,1639,,,4.0
37,62,Undirected,1640,,,4.0
37,63,Undirected,1641,,,4.0
37,64,Undirected,1642,,,4.0
37,65,Undirected,1643,,,4.0
37,66,Undirected,1644,,,4.0
37,67,Undirected,1645,,,4.0
37,68,Undirected,1646,,,4.0
37,69,Undirected,1647,,,4.0
37,70,Undirected,1648,,,4.0
38,39,Undirected,1649,,,4.0
38,40,Undirected,1650,,,4.0
38,41,Undirected,1651,,,4.0
38,42,Undirected,1652,,,4.0
38,43,Undirected,1653,,,4.0
38,44,Undirected,1654,,,4.0
38,45,Undirected,1655,,,4.0
38,46,Undirected,1656,,,4.0
38,47,Undirected,1657,,,4.0
38,48,Undirected,1658,,,4.0
38,49,Undirected,1659,,,4.0
38,50,Undirected,1660,,,4.0
38,51,Undirected,1661,,,4.0
38,52,Undirected,1662,,,4.0
38,53,Undirected,1663,,,4.0
38,54,Undirected,1664,,,4.0
38,55,Undirected,1665,,,4.0
38,56,Undirected,1666,,,4.0
38,57,Undirected,1667,,,4.0
38,58,Undirected,1668,,,4.0
38,59,Undirected,1669,,,4.0
38,60,Undirected,1670,,,4.0
38,61,Undirected,1671,,,4.0
38,62,Undirected,1672,,,4.0
38,63,Undirected,1673,,,4.0
38,64,Undirected,1674,,,4.0
38,65,Undirected,1675,,,4.0
38,66,Undirected,1676,,,4.0
38,67,Undirected,1677,,,4.0
38,68,Undirected,1678,,,4.0
38,69,Undirected,1679,,,4.0
38,70,Undirected,1680,,,4.0
39,40,Undirected,1681,,,4.0
39,41,Undirected,1682,,,4.0
39,42,Undirected,1683,,,4.0
39,43,Undirected,1684,,,4.0
39,44,Undirected,1685,,,4.0
39,45,Undirected,1686,,,4.0
39,46,Undirected,1687,,,4.0
39,47,Undirected,1688,,,4.0
39,48,Undirected,1689,,,4.0
39,49,Undirected,1690,,,4.0
39,50,Undirected,1691,,,4.0
39,51,Undirected,1692,,,4.0
39,52,Undirected,1693,,,4.0
39,53,Undirected,1694,,,4.0
39,54,Undirected,1695,,,4.0
39,55,Undirected,1696,,,4.0
39,56,Undirected,1697,,,4.0
39,57,Undirected,1698,,,4.0
39,58,Undirected,1699,,,4.0
39,59,Undirected,1700,,,4.0
39,60,Undirected,1701,,,4.0
39,61,Undirected,1702,,,4.0
39,62,Undirected,1703,,,4.0
39,63,Undirected,1704,,,4.0
39,64,Undirected,1705,,,4.0
39,65,Undirected,1706,,,4.0
39,66,Undirected,1707,,,4.0
39,67,Undirected,1708,,,4.0
39,68,Undirected,1709,,,4.0
39,69,Undirected,1710,,,4.0
39,70,Undirected,1711,,,4.0
40,41,Undirected,1712,,,4.0
40,42,Undirected,1713,,,4.0
40,43,Undirected,1714,,,4.0
40,44,Undirected,1715,,,4.0
40,45,Undirected,1716,,,4.0
40,46,Undirected,1717,,,4.0
40,47,Undirected,1718,,,4.0
40,48,Undirected,1719,,,4.0
40,49,Undirected,1720,,,4.0
40,50,Undirected,1721,,,4.0
40,51,Undirected,1722,,,4.0
40,52,Undirected,1723,,,4.0
40,53,Undirected,1724,,,4.0
40,54,Undirected,1725,,,4.0
40,55,Undirected,1726,,,4.0
40,56,Undirected,1727,,,4.0
40,57,Undirected,1728,,,4.0
40,58,Undirected,1729,,,4.0
40,59,Undirected,1730,,,4.0
40,60,Undirected,1731,,,4.0
40,61,Undirected,1732,,,4.0
40,62,Undirected,1733,,,4.0
40,63,Undirected,1734,,,4.0
40,64,Undirected,1735,,,4.0
40,65,Undirected,1736,,,4.0
40,66,Undirected,1737,,,4.0
40,67,Undirected,1738,,,4.0
40,68,Undirected,1739,,,4.0
40,69,Undirected,1740,,,4.0
40,70,Undirected,1741,,,4.0
41,42,Undirected,1742,,,4.0
41,43,Undirected,1743,,,4.0
41,44,Undirected,1744,,,4.0
41,45,Undirected,1745,,,4.0
41,46,Undirected,1746,,,4.0
41,47,Undirected,1747,,,4.0
41,48,Undirected,1748,,,4.0
41,49,Undirected,1749,,,4.0
41,50,Undirected,1750,,,4.0
41,51,Undirected,1751,,,4.0
41,52,Undirected,1752,,,4.0
41,53,Undirected,1753,,,4.0
41,54,Undirected,1754,,,4.0
41,55,Undirected,1755,,,4.0
41,56,Undirected,1756,,,4.0
41,57,Undirected,1757,,,4.0
41,58,Undirected,1758,,,4.0
41,59,Undirected,1759,,,4.0
41,60,Undirected,1760,,,4.0
41,61,Undirected,1761,,,4.0
41,62,Undirected,1762,,,4.0
41,63,Undirected,1763,,,4.0
41,64,Undirected,1764,,,4.0
41,65,Undirected,1765,,,4.0
41,66,Undirected,1766,,,4.0
41,67,Undirected,1767,,,4.0
41,68,Undirected,1768,,,4.0
41,69,Undirected,1769,,,4.0
41,70,Undirected,1770,,,4.0
42,43,Undirected,1771,,,4.0
42,44,Undirected,1772,,,4.0
42,45,Undirected,1773,,,4.0
42,46,Undirected,1774,,,4.0
42,47,Undirected,1775,,,4.0
42,48,Undirected,1776,,,4.0
42,49,Undirected,1777,,,4.0
42,50,Undirected,1778,,,4.0
42,51,Undirected,1779,,,4.0
42,52,Undirected,1780,,,4.0
42,53,Undirected,1781,,,4.0
42,54,Undirected,1782,,,4.0
42,55,Undirected,1783,,,4.0
42,56,Undirected,1784,,,4.0
42,57,Undirected,1785,,,4.0
42,58,Undirected,1786,,,4.0
42,59,Undirected,1787,,,4.0
42,60,Undirected,1788,,,4.0
42,61,Undirected,1789,,,4.0
42,62,Undirected,1790,,,4.0
42,63,Undirected,1791,,,4.0
42,64,Undirected,1792,,,4.0
42,65,Undirected,1793,,,4.0
42,66,Undirected,1794,,,4.0
42,67,Undirected,1795,,,4.0
42,68,Undirected,1796,,,4.0
42,69,Undirected,1797,,,4.0
42,70,Undirected,1798,,,4.0
43,44,Undirected,1799,,,4.0
43,45,Undirected,1800,,,4.0
43,46,Undirected,1801,,,4.0
43,47,Undirected,1802,,,4.0
43,48,Undirected,1803,,,4.0
43,49,Undirected,1804,,,4.0
43,50,Undirected,1805,,,4.0
43,51,Undirected,1806,,,4.0
43,52,Undirected,1807,,,4.0
43,53,Undirected,1808,,,4.0
43,54,Undirected,1809,,,4.0
43,55,Undirected,1810,,,4.0
43,56,Undirected,1811,,,4.0
43,57,Undirected,1812,,,4.0
43,58,Undirected,1813,,,4.0
43,59,Undirected,1814,,,4.0
43,60,Undirected,1815,,,4.0
43,61,Undirected,1816,,,4.0
43,62,Undirected,1817,,,4.0
43,63,Undirected,1818,,,4.0
43,64,Undirected,1819,,,4.0
43,65,Undirected,1820,,,4.0
43,66,Undirected,1821,,,4.0
43,67,Undirected,1822,,,4.0
43,68,Undirected,1823,,,4.0
43,69,Undirected,1824,,,4.0
43,70,Undirected,1825,,,4.0
44,45,Undirected,1826,,,4.0
44,46,Undirected,1827,,,4.0
44,47,Undirected,1828,,,4.0
44,48,Undirected,1829,,,4.0
44,49,Undirected,1830,,,4.0
44,50,Undirected,1831,,,4.0
44,51,Undirected,1832,,,4.0
44,52,Undirected,1833,,,4.0
44,53,Undirected,1834,,,4.0
44,54,Undirected,1835,,,4.0
44,55,Undirected,1836,,,4.0
44,56,Undirected,1837,,,4.0
44,57,Undirected,1838,,,4.0
44,58,Undirected,1839,,,4.0
44,59,Undirected,1840,,,4.0
44,60,Undirected,1841,,,4.0
44,61,Undirected,1842,,,4.0
44,62,Undirected,1843,,,4.0
44,63,Undirected,1844,,,4.0
44,64,Undirected,1845,,,4.0
44,65,Undirected,1846,,,4.0
44,66,Undirected,1847,,,4.0
44,67,Undirected,1848,,,4.0
44,68,Undirected,1849,,,4.0
44,69,Undirected,1850,,,4.0
44,70,Undirected,1851,,,4.0
45,46,Undirected,1852,,,4.0
45,47,Undirected,1853,,,4.0
45,48,Undirected,1854,,,4.0
45,49,Undirected,1855,,,4.0
45,50,Undirected,1856,,,4.0
45,51,Undirected,1857,,,4.0
45,52,Undirected,1858,,,4.0
45,53,Undirected,1859,,,4.0
45,54,Undirected,1860,,,4.0
45,55,Undirected,1861,,,4.0
45,56,Undirected,1862,,,4.0
45,57,Undirected,1863,,,4.0
45,58,Undirected,1864,,,4.0
45,59,Undirected,1865,,,4.0
45,60,Undirected,1866,,,4.0
45,61,Undirected,1867,,,4.0
45,62,Undirected,1868,,,4.0
45,63,Undirected,1869,,,4.0
45,64,Undirected,1870,,,4.0
45,65,Undirected,1871,,,4.0
45,66,Undirected,1872,,,4.0
45,67,Undirected,1873,,,4.0
45,68,Undirected,1874,,,4.0
45,69,Undirected,1875,,,4.0
45,70,Undirected,1876,,,4.0
46,47,Undirected,1877,,,4.0
46,48,Undirected,1878,,,4.0
46,49,Undirected,1879,,,4.0
46,50,Undirected,1880,,,4.0
46,51,Undirected,1881,,,4.0
46,52,Undirected,1882,,,4.0
46,53,Undirected,1883,,,4.0
46,54,Undirected,1884,,,4.0
46,55,Undirected,1885,,,4.0
46,56,Undirected,1886,,,4.0
46,57,Undirected,1887,,,4.0
46,58,Undirected,1888,,,4.0
46,59,Undirected,1889,,,4.0
46,60,Undirected,1890,,,4.0
46,61,Undirected,1891,,,4.0
46,62,Undirected,1892,,,4.0
46,63,Undirected,1893,,,4.0
46,64,Undirected,1894,,,4.0
46,65,Undirected,1895,,,4.0
46,66,Undirected,1896,,,4.0
46,67,Undirected,1897,,,4.0
46,68,Undirected,1898,,,4.0
46,69,Undirected,1899,,,4.0
46,70,Undirected,1900,,,4.0
47,48,Undirected,1901,,,4.0
47,49,Undirected,1902,,,4.0
47,50,Undirected,1903,,,4.0
47,51,Undirected,1904,,,4.0
47,52,Undirected,1905,,,4.0
47,53,Undirected,1906,,,4.0
47,54,Undirected,1907,,,4.0
47,55,Undirected,1908,,,4.0
47,56,Undirected,1909,,,4.0
47,57,Undirected,1910,,,4.0
47,58,Undirected,1911,,,4.0
47,59,Undirected,1912,,,4.0
47,60,Undirected,1913,,,4.0
47,61,Undirected,1914,,,4.0
47,62,Undirected,1915,,,4.0
47,63,Undirected,1916,,,4.0
47,64,Undirected,1917,,,4.0
47,65,Undirected,1918,,,4.0
47,66,Undirected,1919,,,4.0
47,67,Undirected,1920,,,4.0
47,68,Undirected,1921,,,4.0
47,69,Undirected,1922,,,4.0
47,70,Undirected,1923,,,4.0
48,49,Undirected,1924,,,4.0
48,50,Undirected,1925,,,4.0
48,51,Undirected,1926,,,4.0
48,52,Undirected,1927,,,4.0
48,53,Undirected,1928,,,4.0
48,54,Undirected,1929,,,4.0
48,55,Undirected,1930,,,4.0
48,56,Undirected,1931,,,4.0
48,57,Undirected,1932,,,4.0
48,58,Undirected,1933,,,4.0
48,59,Undirected,1934,,,4.0
48,60,Undirected,1935,,,4.0
48,61,Undirected,1936,,,4.0
48,62,Undirected,1937,,,4.0
48,63,Undirected,1938,,,4.0
48,64,Undirected,1939,,,4.0
48,65,Undirected,1940,,,4.0
48,66,Undirected,1941,,,4.0
48,67,Undirected,1942,,,4.0
48,68,Undirected,1943,,,4.0
48,69,Undirected,1944,,,4.0
48,70,Undirected,1945,,,4.0
49,50,Undirected,1946,,,4.0
49,51,Undirected,1947,,,4.0
49,52,Undirected,1948,,,4.0
49,53,Undirected,1949,,,4.0
49,54,Undirected,1950,,,4.0
49,55,Undirected,1951,,,4.0
49,56,Undirected,1952,,,4.0
49,57,Undirected,1953,,,4.0
49,58,Undirected,1954,,,4.0
49,59,Undirected,1955,,,4.0
49,60,Undirected,1956,,,4.0
49,61,Undirected,1957,,,4.0
49,62,Undirected,1958,,,4.0
49,63,Undirected,1959,,,4.0
49,64,Undirected,1960,,,4.0
49,65,Undirected,1961,,,4.0
49,66,Undirected,1962,,,4.0
49,67,Undirected,1963,,,4.0
49,68,Undirected,1964,,,4.0
49,69,Undirected,1965,,,4.0
49,70,Undirected,1966,,,4.0
50,51,Undirected,1967,,,4.0
50,52,Undirected,1968,,,4.0
50,53,Undirected,1969,,,4.0
50,54,Undirected,1970,,,4.0
50,55,Undirected,1971,,,4.0
50,56,Undirected,1972,,,4.0
50,57,Undirected,1973,,,4.0
50,58,Undirected,1974,,,4.0
50,59,Undirected,1975,,,4.0
50,60,Undirected,1976,,,4.0
50,61,Undirected,1977,,,4.0
50,62,Undirected,1978,,,4.0
50,63,Undirected,1979,,,4.0
50,64,Undirected,1980,,,4.0
50,65,Undirected,1981,,,4.0
50,66,Undirected,1982,,,4.0
50,67,Undirected,1983,,,4.0
50,68,Undirected,1984,,,4.0
50,69,Undirected,1985,,,4.0
50,70,Undirected,1986,,,4.0
51,52,Undirected,1987,,,4.0
51,53,Undirected,1988,,,4.0
51,54,Undirected,1989,,,4.0
51,55,Undirected,1990,,,4.0
51,56,Undirected,1991,,,4.0
51,57,Undirected,1992,,,4.0
51,58,Undirected,1993,,,4.0
51,59,Undirected,1994,,,4.0
51,60,Undirected,1995,,,4.0
51,61,Undirected,1996,,,4.0
51,62,Undirected,1997,,,4.0
51,63,Undirected,1998,,,4.0
51,64,Undirected,1999,,,4.0
51,65,Undirected,2000,,,4.0
51,66,Undirected,2001,,,4.0
51,67,Undirected,2002,,,4.0
51,68,Undirected,2003,,,4.0
51,69,Undirected,2004,,,4.0
51,70,Undirected,2005,,,4.0
52,53,Undirected,2006,,,4.0
52,54,Undirected,2007,,,4.0
52,55,Undirected,2008,,,4.0
52,56,Undirected,2009,,,4.0
52,57,Undirected,2010,,,4.0
52,58,Undirected,2011,,,4.0
52,59,Undirected,2012,,,4.0
52,60,Undirected,2013,,,4.0
52,61,Undirected,2014,,,4.0
52,62,Undirected,2015,,,4.0
52,63,Undirected,2016,,,4.0
52,64,Undirected,2017,,,4.0
52,65,Undirected,2018,,,4.0
52,66,Undirected,2019,,,4.0
52,67,Undirected,2020,,,4.0
52,68,Undirected,2021,,,4.0
52,69,Undirected,2022,,,4.0
52,70,Undirected,2023,,,4.0
53,54,Undirected,2024,,,4.0
53,55,Undirected,2025,,,4.0
53,56,Undirected,2026,,,4.0
53,57,Undirected,2027,,,4.0
53,58,Undirected,2028,,,4.0
53,59,Undirected,2029,,,4.0
53,60,Undirected,2030,,,4.0
53,61,Undirected,2031,,,4.0
53,62,Undirected,2032,,,4.0
53,63,Undirected,2033,,,4.0
53,64,Undirected,2034,,,4.0
53,65,Undirected,2035,,,4.0
53,66,Undirected,2036,,,4.0
53,67,Undirected,2037,,,4.0
53,68,Undirected,2038,,,4.0
53,69,Undirected,2039,,,4.0
53,70,Undirected,2040,,,4.0
54,55,Undirected,2041,,,4.0
54,56,Undirected,2042,,,4.0
54,57,Undirected,2043,,,4.0
54,58,Undirected,2044,,,4.0
54,59,Undirected,2045,,,4.0
54,60,Undirected,2046,,,4.0
54,61,Undirected,2047,,,4.0
54,62,Undirected,2048,,,4.0
54,63,Undirected,2049,,,4.0
54,64,Undirected,2050,,,4.0
54,65,Undirected,2051,,,4.0
54,66,Undirected,2052,,,4.0
54,67,Undirected,2053,,,4.0
54,68,Undirected,2054,,,4.0
54,69,Undirected,2055,,,4.0
54,70,Undirected,2056,,,4.0
55,56,Undirected,2057,,,4.0
55,57,Undirected,2058,,,4.0
55,58,Undirected,2059,,,4.0
55,59,Undirected,2060,,,4.0
55,60,Undirected,2061,,,4.0
55,61,Undirected,2062,,,4.0
55,62,Undirected,2063,,,4.0
55,63,Undirected,2064,,,4.0
55,64,Undirected,2065,,,4.0
55,65,Undirected,2066,,,4.0
55,66,Undirected,2067,,,4.0
55,67,Undirected,2068,,,4.0
55,68,Undirected,2069,,,4.0
55,69,Undirected,2070,,,4.0
55,70,Undirected,2071,,,4.0
56,57,Undirected,2072,,,4.0
56,58,Undirected,2073,,,4.0
56,59,Undirected,2074,,,4.0
56,60,Undirected,2075,,,4.0
56,61,Undirected,2076,,,4.0
56,62,Undirected,2077,,,4.0
56,63,Undirected,2078,,,4.0
56,64,Undirected,2079,,,4.0
56,65,Undirected,2080,,,4.0
56,66,Undirected,2081,,,4.0
56,67,Undirected,2082,,,4.0
56,68,Undirected,2083,,,4.0
56,69,Undirected,2084,,,4.0
56,70,Undirected,2085,,,4.0
57,58,Undirected,2086,,,4.0
57,59,Undirected,2087,,,4.0
57,60,Undirected,2088,,,4.0
57,61,Undirected,2089,,,4.0
57,62,Undirected,2090,,,4.0
57,63,Undirected,2091,,,4.0
57,64,Undirected,2092,,,4.0
57,65,Undirected,2093,,,4.0
57,66,Undirected,2094,,,4.0
57,67,Undirected,2095,,,4.0
57,68,Undirected,2096,,,4.0
57,69,Undirected,2097,,,4.0
57,70,Undirected,2098,,,4.0
58,59,Undirected,2099,,,4.0
58,60,Undirected,2100,,,4.0
58,61,Undirected,2101,,,4.0
58,62,Undirected,2102,,,4.0
58,63,Undirected,2103,,,4.0
58,64,Undirected,2104,,,4.0
58,65,Undirected,2105,,,4.0
58,66,Undirected,2106,,,4.0
58,67,Undirected,2107,,,4.0
58,68,Undirected,2108,,,4.0
58,69,Undirected,2109,,,4.0
58,70,Undirected,2110,,,4.0
59,60,Undirected,2111,,,4.0
59,61,Undirected,2112,,,4.0
59,62,Undirected,2113,,,4.0
59,63,Undirected,2114,,,4.0
59,64,Undirected,2115,,,4.0
59,65,Undirected,2116,,,4.0
59,66,Undirected,2117,,,4.0
59,67,Undirected,2118,,,4.0
59,68,Undirected,2119,,,4.0
59,69,Undirected,2120,,,4.0
59,70,Undirected,2121,,,4.0
60,61,Undirected,2122,,,4.0
60,62,Undirected,2123,,,4.0
60,63,Undirected,2124,,,4.0
60,64,Undirected,2125,,,4.0
60,65,Undirected,2126,,,4.0
60,66,Undirected,2127,,,4.0
60,67,Undirected,2128,,,4.0
60,68,Undirected,2129,,,4.0
60,69,Undirected,2130,,,4.0
60,70,Undirected,2131,,,4.0
61,62,Undirected,2132,,,4.0
61,63,Undirected,2133,,,4.0
61,64,Undirected,2134,,,4.0
61,65,Undirected,2135,,,4.0
61,66,Undirected,2136,,,4.0
61,67,Undirected,2137,,,4.0
61,68,Undirected,2138,,,4.0
61,69,Undirected,2139,,,4.0
61,70,Undirected,2140,,,4.0
62,63,Undirected,2141,,,4.0
62,64,Undirected,2142,,,4.0
62,65,Undirected,2143,,,4.0
62,66,Undirected,2144,,,4.0
62,67,Undirected,2145,,,4.0
62,68,Undirected,2146,,,4.0
62,69,Undirected,2147,,,4.0
62,70,Undirected,2148,,,4.0
63,64,Undirected,2149,,,4.0
63,65,Undirected,2150,,,4.0
63,66,Undirected,2151,,,4.0
63,67,Undirected,2152,,,4.0
63,68,Undirected,2153,,,4.0
63,69,Undirected,2154,,,4.0
63,70,Undirected,2155,,,4.0
64,65,Undirected,2156,,,4.0
64,66,Undirected,2157,,,4.0
64,67,Undirected,2158,,,4.0
64,68,Undirected,2159,,,4.0
64,69,Undirected,2160,,,4.0
64,70,Undirected,2161,,,4.0
65,66,Undirected,2162,,,4.0
65,67,Undirected,2163,,,4.0
65,68,Undirected,2164,,,4.0
65,69,Undirected,2165,,,4.0
65,70,Undirected,2166,,,4.0
66,67,Undirected,2167,,,4.0
66,8,Undirected,2168,,,4.0
66,69,Undirected,2169,,,4.0
66,70,Undirected,2170,,,4.0
67,68,Undirected,2171,,,4.0
67,69,Undirected,2172,,,4.0
67,70,Undirected,2173,,,4.0
68,69,Undirected,2174,,,4.0
68,70,Undirected,2175,,,4.0
69,70,Undirected,2176,,,4.0
77,6,Undirected,2177,,,7.0
78,6,Undirected,2178,,,7.0
79,6,Undirected,2179,,,7.0
77,83,Undirected,2180,,,6.0
78,83,Undirected,2181,,,6.0
79,83,Undirected,2182,,,6.0
77,6,Undirected,2183,,,6.0
78,6,Undirected,2184,,,6.0
79,6,Undirected,2185,,,6.0
80,83,Undirected,2186,,,6.0
81,83,Undirected,2187,,,6.0
82,83,Undirected,2188,,,6.0
80,6,Undirected,2189,,,6.0
81,6,Undirected,2190,,,6.0
82,6,Undirected,2191,,,6.0
89,6,Undirected,2192,,,7.0
90,6,Undirected,2193,,,7.0
91,6,Undirected,2194,,,7.0
92,6,Undirected,2195,,,7.0
71,6,Undirected,2196,,,7.0
72,6,Undirected,2197,,,7.0
73,6,Undirected,2198,,,7.0
74,6,Undirected,2199,,,7.0
75,6,Undirected,2200,,,7.0
76,6,Undirected,2201,,,7.0
2,6,Undirected,2202,,,1.0
3,6,Undirected,2203,,,1.0
5,1,Undirected,2204,,,1.0
5,3,Undirected,2205,,,1.0
